src,dst,weight
mais,tony,4.0
boa,sobre,4.0
com,isso,4.0
de,famosa,14.0
mal,passado,4.0
iogurte,que,2.0
porque,todo,12.0
futebol,jogador,14.0
filme,menina,4.0
feito,qual,20.0
homens,mais,4.0
aos,os,4.0
muito,terra,4.0
adoro,eu,4.0
dente,se,4.0
ir,mais,4.0
adora,minha,4.0
melhor,qual,50.0
se,vc,2.0
em,tenta,2.0
porque,quando,44.0
mim,no,4.0
chaves,de,12.0
de,filha,4.0
tua,um,2.0
carta,têm,2.0
diretor,gay,4.0
cada,de,8.0
mil,qual,4.0
comprou,uma,8.0
qual,thor,4.0
não,os,98.0
ana,nasceu,4.0
com,ficou,40.0
qual,sozinho,8.0
está,no,14.0
acontece,cai,2.0
este,para,4.0
pele,sente,8.0
para,tira,4.0
em,sobre,6.0
os,ouro,4.0
aí,por,6.0
dieta,toda,4.0
comprou,mickey,4.0
cantor,vê,6.0
mesmo,nunca,12.0
sal,tomou,4.0
carteira,no,6.0
cai,um,14.0
fica,quando,28.0
padaria,pão,2.0
inventou,porque,2.0
assim,foi,2.0
construção,graça,2.0
em,nasce,2.0
salgado,você,4.0
joão,nome,2.0
dias,portugal,2.0
pássaro,tua,2.0
por,trabalha,6.0
pede,por,4.0
estados,que,2.0
obras,paz,2.0
eu,potter,2.0
mia,trabalha,2.0
jogadores,preferida,6.0
ataque,susto,2.0
navios,transporte,2.0
pena,você,6.0
ela,ficou,14.0
dormir,só,4.0
ser,um,44.0
natal,uma,6.0
aplicativo,as,4.0
beber,os,2.0
jogo,qual,92.0
ganhou,quando,6.0
carro,vale,2.0
do,revista,4.0
filha,pode,4.0
do,homem,18.0
dieta,fez,4.0
chocolate,um,2.0
de,remédio,6.0
já,vem,4.0
mosquito,qual,8.0
onde,sentimento,2.0
ouro,seus,2.0
escreve,homo,2.0
chá,qual,32.0
estava,um,26.0
na,sapo,2.0
entre,neve,4.0
mundo,superman,2.0
fazem,feira,2.0
esperma,se,4.0
azul,filme,4.0
porque,viviam,2.0
antes,cortar,4.0
boneco,que,2.0
pobre,tá,2.0
dois,marcelo,4.0
numa,não,4.0
de,dormir,4.0
como,perdeu,4.0
pobre,zero,2.0
apareceu,que,4.0
alto,que,6.0
comer,hora,4.0
jardim,sabão,2.0
mundo,sexy,2.0
dança,que,6.0
em,vê,4.0
comer,desistiu,4.0
pouco,vez,2.0
banda,parar,2.0
rei,uso,2.0
português,que,4.0
foi,rei,4.0
em,muitos,2.0
desenho,sobre,4.0
conto,mais,2.0
algumas,filmes,2.0
muito,personagem,6.0
de,of,10.0
bonita,doença,2.0
diferentes,só,4.0
está,ferramenta,2.0
cara,vezes,2.0
nervoso,porque,2.0
joão,silva,6.0
bebida,café,2.0
partes,pó,2.0
outro,álcool,8.0
mais,um,36.0
branco,não,6.0
cão,todos,4.0
gaúcho,por,4.0
antes,nunca,4.0
miss,viu,8.0
te,um,10.0
causa,seu,4.0
fez,jackson,4.0
apresentador,caras,4.0
uma,vivo,2.0
entrou,no,12.0
dos,saúde,4.0
artista,com,2.0
passa,quando,4.0
ambos,papa,4.0
muito,ouro,2.0
deixa,milton,4.0
ele,por,38.0
ao,piscina,4.0
natal,sabe,4.0
contrário,pé,2.0
estavam,porque,18.0
ao,dentista,6.0
tantas,vez,6.0
melhor,wars,2.0
com,tartaruga,4.0
de,manicure,8.0
lugar,no,12.0
com,entrou,2.0
porque,usar,2.0
dupla,zezé,4.0
com,festa,4.0
porque,tv,2.0
cheia,de,24.0
ao,entrar,4.0
não,série,4.0
jesus,tentou,4.0
da,deve,4.0
chove,os,2.0
dentistas,vão,2.0
funciona,no,2.0
amigos,qual,4.0
gay,para,8.0
careca,entre,2.0
passa,tempo,6.0
dois,essa,2.0
cinema,pra,4.0
dono,falou,2.0
galera,praia,4.0
faz,sucesso,12.0
jogou,se,2.0
de,entre,30.0
janeiro,no,2.0
dos,preferido,58.0
buraco,grande,4.0
cultura,por,4.0
lá,todas,4.0
dificuldade,porque,12.0
outros,princesa,4.0
de,morreu,4.0
gosta,ninja,4.0
disney,você,4.0
minha,remédio,2.0
desistiu,qual,8.0
dia,rainha,2.0
matemáticos,os,6.0
amarelo,sítio,2.0
falou,pro,32.0
quem,vaca,2.0
ele,jesus,14.0
família,uma,12.0
no,seja,4.0
não,rapaz,2.0
como,pede,2.0
caetano,cheia,2.0
como,transporte,2.0
mais,produto,4.0
também,vilão,4.0
calça,tipo,2.0
está,grupo,4.0
como,lado,2.0
filme,virou,2.0
estava,pouco,4.0
estados,teve,2.0
ao,brincar,2.0
milton,mulher,4.0
ao,freiras,2.0
está,fácil,2.0
em,são,18.0
limpa,água,2.0
das,para,14.0
adotar,quando,4.0
qual,religioso,10.0
foram,virgem,2.0
cães,na,6.0
acabou,ser,2.0
mulher,mundo,10.0
papa,única,4.0
em,tinder,4.0
pode,te,4.0
cebolinha,não,2.0
jogo,videogame,4.0
número,obrigado,2.0
aplicativo,mais,2.0
duro,porque,6.0
nome,paciente,2.0
diabo,no,2.0
ação,com,4.0
favorito,musical,10.0
pra,usa,8.0
mesmo,um,12.0
as,onde,42.0
da,espaço,2.0
quando,vegan,2.0
dela,porque,4.0
pode,único,4.0
do,figura,4.0
posto,só,2.0
de,fogo,6.0
cabelo,qual,4.0
nome,parente,2.0
grande,mar,2.0
por,sal,10.0
futebol,gostava,2.0
em,sala,4.0
nome,programa,8.0
animais,contava,2.0
caetano,que,4.0
pontinho,que,12.0
batman,diz,2.0
diretor,foi,2.0
do,eram,4.0
as,dentistas,4.0
caverna,porque,4.0
kung,seu,2.0
come,comeu,2.0
eu,obras,2.0
beleza,cabelo,2.0
branco,santa,2.0
mulheres,nunca,12.0
da,quem,14.0
ator,fábio,6.0
como,seus,8.0
acabou,filme,4.0
batman,mulheres,2.0
filme,português,2.0
espera,fez,4.0
figura,uma,4.0
comprar,estava,4.0
andar,mulher,2.0
aparecida,desenho,4.0
batatas,são,2.0
nos,vi,2.0
diagnóstico,foi,8.0
bem,minnie,2.0
gás,vem,2.0
ano,nunca,4.0
por,sílvio,2.0
esta,virase,4.0
deitou,um,6.0
pizza,quando,4.0
que,vive,50.0
ao,aos,4.0
melhor,perfume,2.0
de,sentimento,2.0
feito,internet,4.0
maria,não,4.0
outros,si,4.0
com,famoso,2.0
ficar,que,18.0
livro,pé,2.0
entrou,homem,4.0
dois,na,8.0
nome,soares,2.0
dois,tem,12.0
fim,viu,2.0
menina,muito,4.0
irmã,única,4.0
em,jogadores,4.0
ao,em,18.0
ela,tinha,8.0
hollywood,que,4.0
pagode,preferido,2.0
da,graça,2.0
cima,matemática,4.0
mas,parece,8.0
casa,parte,8.0
os,pizza,2.0
massa,um,4.0
pede,sempre,10.0
com,onde,6.0
do,norte,2.0
tartaruga,vive,4.0
rápido,volta,6.0
mulher,pássaro,4.0
cima,mulher,4.0
olhos,porque,2.0
negro,só,4.0
mc,rapper,2.0
portas,professor,6.0
tentou,às,4.0
faustão,pelo,4.0
mickey,onde,6.0
porque,primeiro,4.0
contra,que,4.0
porque,queria,18.0
era,tantas,2.0
bom,de,18.0
galvão,pássaro,4.0
na,pro,10.0
aconteceu,comeu,4.0
assim,no,4.0
na,pontinho,4.0
livros,sempre,4.0
gente,sorriso,4.0
fruta,preferida,6.0
com,estar,2.0
costumam,por,8.0
nenhuma,restaurante,2.0
nenhum,por,8.0
duas,suas,2.0
casa,pior,2.0
de,eu,58.0
da,senha,4.0
ao,vários,2.0
anão,um,12.0
do,pra,46.0
ex,já,2.0
figura,sabe,2.0
usa,único,2.0
castro,com,2.0
story,um,6.0
nunca,sozinho,2.0
favorita,quem,6.0
ovelha,por,2.0
dentista,estava,4.0
fez,viu,4.0
já,um,20.0
escritor,usava,4.0
de,pediram,2.0
de,paciente,4.0
joga,seleção,2.0
carne,quando,4.0
de,pato,4.0
pontapés,sobre,4.0
consegue,tirar,4.0
loiras,vez,4.0
no,número,4.0
qual,santos,12.0
podem,vida,4.0
casa,mestre,4.0
escola,favorita,4.0
agora,viciado,4.0
celular,para,4.0
anos,por,6.0
que,umbanda,6.0
quebrou,se,4.0
cantora,pequeno,4.0
discoteca,repente,4.0
número,sempre,2.0
fiquei,incrível,2.0
de,parente,4.0
foi,sem,10.0
mandou,árvore,2.0
ela,estar,2.0
do,rei,10.0
era,tudo,4.0
futebol,um,10.0
jardim,plantas,2.0
de,programa,32.0
nada,no,8.0
dia,medo,4.0
seleção,técnico,4.0
da,pão,6.0
se,tu,4.0
cai,remédio,2.0
aconteceu,apanhou,4.0
eu,sol,4.0
preferido,tipo,4.0
que,uso,6.0
cachorros,fica,2.0
amigo,havia,2.0
hospital,seja,4.0
pequenas,plantas,4.0
ele,mãe,4.0
gente,sala,2.0
cima,da,12.0
de,nos,30.0
diagnóstico,noite,2.0
no,si,2.0
pessoas,roupa,4.0
os,pobre,2.0
comediante,primeiro,2.0
banda,gostam,4.0
joão,ninguém,2.0
funkeiro,pessoas,4.0
donald,mais,2.0
filme,piratas,2.0
entre,falou,4.0
conto,na,4.0
no,poder,4.0
no,toca,4.0
carros,do,2.0
carro,pequeno,4.0
disse,ex,2.0
ficam,the,2.0
artista,era,4.0
ace,jim,4.0
casa,sem,6.0
de,soares,4.0
andar,pode,4.0
amor,qual,8.0
internet,não,4.0
caverna,som,4.0
braço,do,6.0
já,sabão,2.0
ficou,forma,4.0
na,portuguesa,4.0
era,rita,4.0
aplicativo,usam,4.0
pagode,qual,22.0
aqui,outro,2.0
banda,só,6.0
de,encontrei,4.0
conseguem,por,4.0
amarelo,vinho,2.0
deserto,no,6.0
cigarro,protagonizado,8.0
limpa,mãe,4.0
eu,país,4.0
ao,drogado,8.0
na,vendido,4.0
chão,nome,6.0
as,medo,4.0
nariz,qual,4.0
mulheres,um,10.0
gado,rei,4.0
feias,os,4.0
cantora,gosta,8.0
qual,xuxa,2.0
precisa,qual,12.0
não,windows,6.0
gado,novela,2.0
como,ruim,2.0
floresta,na,12.0
cantora,carne,4.0
porque,trabalha,4.0
floresta,tem,2.0
instrumento,quer,4.0
dizer,só,4.0
jornalista,que,6.0
anda,só,6.0
espanhol,gado,4.0
homem,tentou,4.0
há,porque,34.0
criança,ver,6.0
horas,pessoa,2.0
doença,uma,4.0
diz,hoje,4.0
pizza,sabor,4.0
pra,ter,6.0
onde,virgem,2.0
maria,mario,2.0
chegou,do,2.0
portuguesa,um,2.0
no,restaurante,14.0
dupla,leões,4.0
meus,primos,14.0
se,usando,2.0
de,lugar,12.0
chama,guia,2.0
língua,pessoas,4.0
fundo,no,4.0
bate,na,8.0
microondas,você,2.0
as,vida,4.0
ferro,quem,2.0
no,serve,4.0
fim,se,2.0
espera,lei,6.0
canta,marca,2.0
qual,vendido,12.0
de,nervoso,4.0
negão,tudo,4.0
com,corpo,4.0
estava,manicure,4.0
animal,sofre,2.0
depois,mesmo,8.0
como,filhos,4.0
das,homens,2.0
paga,pessoa,4.0
difícil,professor,2.0
matemática,os,6.0
comem,papa,4.0
dos,sorriso,4.0
da,time,6.0
foi,recebeu,4.0
caneta,dar,8.0
aquilo,porque,2.0
ao,ir,12.0
festa,para,4.0
dentes,por,2.0
ele,saco,2.0
dele,limpa,4.0
bar,se,4.0
boa,mesmo,4.0
final,odeia,4.0
por,tem,42.0
gordo,tão,8.0
cá,de,4.0
estão,virase,16.0
os,porque,184.0
gostam,leva,2.0
dois,estão,18.0
leonardo,pode,4.0
dias,gonçalves,2.0
disse,do,6.0
aparecida,qual,8.0
onde,qual,34.0
matar,porque,4.0
decidi,flores,4.0
bebe,igreja,4.0
delegacia,fazer,6.0
como,sexual,4.0
bonita,foi,4.0
do,parte,48.0
que,som,6.0
para,poder,4.0
bar,chamase,2.0
as,rápido,6.0
com,gatos,4.0
bebês,tempo,2.0
fez,se,12.0
de,gato,2.0
foi,primeira,2.0
filho,meu,10.0
perde,salvador,4.0
estão,qual,6.0
apareceu,qual,4.0
alto,qual,6.0
rainha,se,2.0
chaves,na,4.0
alto,falar,2.0
gás,um,4.0
mulher,nome,20.0
outros,pau,4.0
no,ouro,2.0
preto,seus,2.0
como,não,28.0
pra,seu,6.0
com,presidente,6.0
em,mesmo,22.0
of,the,4.0
fruta,lá,4.0
este,natal,2.0
figura,muito,4.0
discoteca,na,2.0
do,pior,4.0
de,papel,2.0
cinema,gosta,4.0
odeia,pô,2.0
anão,pra,4.0
amigo,pro,6.0
popular,sobremesa,2.0
algumas,dormir,2.0
quando,si,4.0
pouco,só,2.0
resultado,um,2.0
alimento,filho,4.0
festa,floresta,4.0
donald,outro,2.0
as,seus,8.0
cabeça,em,2.0
direito,pessoas,2.0
jornalista,nos,2.0
dono,dá,2.0
dentro,quê,2.0
do,mestre,4.0
um,usar,4.0
quando,toca,2.0
as,trás,2.0
seus,sol,4.0
pão,se,2.0
quis,uma,4.0
com,pede,4.0
sempre,uma,32.0
toda,tomou,2.0
fora,mais,2.0
ambos,coisa,4.0
estados,show,2.0
nome,qual,254.0
pequeno,só,4.0
perdeu,teve,4.0
calendário,qual,4.0
deus,do,8.0
pintor,primeiro,2.0
colocar,santos,4.0
feliz,perde,4.0
de,preferido,40.0
ambos,março,2.0
dupla,que,14.0
estás,fazer,4.0
assim,minha,4.0
de,liga,2.0
trabalhava,virou,4.0
na,óculos,6.0
acabou,forno,2.0
galinhas,porque,10.0
médio,vão,2.0
conta,ponto,2.0
favorita,festa,4.0
cama,um,2.0
do,mar,10.0
natal,não,6.0
dos,trabalhar,2.0
chega,sempre,2.0
ex,planeta,2.0
pagode,sorriso,6.0
alho,vou,2.0
cobra,como,2.0
alto,show,2.0
vai,volta,2.0
caneta,personagem,4.0
carro,professora,4.0
cão,filme,6.0
porque,sal,10.0
festa,xmen,2.0
irmão,série,4.0
os,zeca,2.0
brasileiro,chega,6.0
ana,que,6.0
escola,negão,2.0
faz,para,10.0
brincar,de,6.0
nos,os,6.0
outro,vai,6.0
meu,médico,8.0
diz,logo,2.0
canta,que,14.0
ao,pedi,6.0
ao,estou,6.0
enquanto,que,2.0
galinhas,ponto,2.0
mais,sentimento,6.0
duas,espirra,4.0
namorado,quando,4.0
ao,bahia,2.0
acha,porque,4.0
boi,como,4.0
com,seus,8.0
avó,todos,8.0
durante,na,2.0
bateu,dando,6.0
se,tartaruga,4.0
rita,um,2.0
rico,todos,2.0
com,trás,2.0
jornalista,tirar,4.0
música,quis,2.0
de,virgem,6.0
far,tá,4.0
eva,teria,16.0
passarinho,que,10.0
espera,silva,2.0
não,religioso,4.0
chefe,porque,4.0
ano,pra,4.0
planta,um,4.0
marca,pinóquio,4.0
precisa,problema,2.0
cheia,quatro,2.0
pequenoalmoço,que,16.0
cego,está,6.0
brasileiro,carta,4.0
compra,porque,6.0
na,urso,2.0
vaise,vão,4.0
galinha,para,8.0
doente,ficou,12.0
ama,mais,2.0
fica,pau,4.0
falam,só,4.0
gatos,porque,2.0
estar,os,2.0
cerveja,um,8.0
os,portugal,4.0
medida,qual,6.0
numa,star,4.0
foi,viu,4.0
adora,cachorro,2.0
só,vez,16.0
que,vem,16.0
encontra,paraíso,4.0
na,neve,6.0
da,joga,2.0
chefe,itália,4.0
mas,um,56.0
filme,pessoa,4.0
esportivo,fica,4.0
de,peixes,2.0
carne,de,22.0
foi,pena,2.0
depois,morrer,2.0
galinhas,pó,10.0
pau,personagem,2.0
careca,qual,2.0
de,encontrar,6.0
esporte,futebol,2.0
deve,qual,6.0
em,música,6.0
ben,curte,2.0
ela,muito,10.0
de,fim,12.0
da,ouvi,2.0
porque,presa,6.0
bom,seria,8.0
de,qual,1082.0
dela,do,4.0
chama,fotos,2.0
jackson,mas,4.0
alguém,carteira,2.0
mão,voltou,4.0
de,esperma,12.0
encontrei,uma,4.0
de,falar,14.0
muito,pó,2.0
do,gosta,12.0
ele,virou,8.0
qual,urso,6.0
de,médicos,2.0
ficar,qual,4.0
dança,reclama,4.0
da,praia,4.0
lua,que,4.0
pra,silêncio,2.0
dona,rita,4.0
atriz,sempre,6.0
histórico,que,4.0
dum,meio,2.0
jesus,no,2.0
de,mirim,12.0
contava,piada,10.0
luta,podem,4.0
fazer,são,8.0
causa,por,26.0
bicicleta,pé,2.0
andam,uber,2.0
cebolinha,de,4.0
de,escritor,8.0
mais,programa,14.0
na,nas,4.0
caverna,do,8.0
alexandre,nome,2.0
comida,pouco,8.0
herói,qual,36.0
onde,problema,2.0
algumas,que,4.0
as,via,4.0
comprar,foi,18.0
in,vem,2.0
disse,igreja,2.0
as,vivem,2.0
alfaiate,roupa,4.0
da,uma,28.0
mãe,pôr,4.0
leite,personagem,2.0
fosse,um,4.0
americano,dos,4.0
gatos,nenhuma,2.0
tá,um,8.0
amigo,ele,4.0
porque,seria,14.0
duas,por,8.0
estilo,tem,4.0
chamam,pessoas,2.0
ambos,fazem,4.0
primos,tem,2.0
se,tinha,10.0
coisas,gonçalves,4.0
nada,vale,4.0
da,mosquito,2.0
cheio,saco,2.0
dá,vc,2.0
ao,cortar,2.0
dono,uma,4.0
cai,lugar,4.0
do,peter,8.0
ben,pra,2.0
qual,youtuber,10.0
noite,vaca,2.0
perna,vez,4.0
cor,medo,8.0
doce,dá,4.0
morreu,não,2.0
mas,sabão,2.0
números,primos,2.0
porque,ônibus,4.0
cara,gasolina,4.0
qual,vc,12.0
dois,vira,4.0
artista,de,8.0
como,viviam,4.0
de,quais,6.0
de,nasce,4.0
carnaval,cima,4.0
fez,vir,4.0
lei,maria,8.0
ela,procura,4.0
criança,voltou,4.0
artista,gordo,4.0
polícia,são,2.0
ao,policial,2.0
figura,não,2.0
chamam,vê,2.0
no,pizza,2.0
em,foi,42.0
são,todos,4.0
dum,som,2.0
aplicativo,da,4.0
porque,tá,10.0
princesa,que,10.0
falou,passarinho,4.0
dinheiro,outro,2.0
quer,seja,4.0
as,para,50.0
não,santos,4.0
cada,isso,2.0
loiras,só,4.0
peter,porque,4.0
os,professor,2.0
feito,foi,4.0
minha,qual,12.0
liga,que,6.0
dentista,foi,12.0
obras,ser,4.0
não,pro,12.0
qual,serpente,2.0
chaves,da,12.0
dinheiro,donald,2.0
na,técnico,2.0
duas,resultado,4.0
da,perdeu,4.0
ferramenta,se,4.0
bom,na,6.0
bebês,de,6.0
em,também,8.0
cu,horas,2.0
em,sua,12.0
calor,que,2.0
cães,veterinário,4.0
de,videogame,8.0
podem,semelhança,4.0
agora,pescoço,2.0
ano,prato,4.0
um,última,8.0
ace,joga,2.0
perguntaram,silva,2.0
quem,rei,4.0
norte,série,2.0
depois,difícil,2.0
eles,fruta,4.0
hora,sei,4.0
cão,os,4.0
gato,uma,2.0
levar,nome,4.0
as,diferença,4.0
de,esposa,12.0
morre,que,16.0
eram,onde,4.0
batman,herói,2.0
buraco,um,16.0
bala,sabor,4.0
qual,técnico,4.0
no,quatro,4.0
guia,preto,2.0
ia,porque,8.0
leite,sobremesa,4.0
das,favorito,14.0
como,seja,2.0
chegou,limpa,4.0
gol,no,6.0
porque,tem,110.0
ponto,preto,4.0
aluno,ser,2.0
minha,ontem,4.0
bate,cama,4.0
mas,meus,2.0
bem,mal,2.0
alho,sul,2.0
desde,que,4.0
para,piscina,6.0
internet,primeiro,4.0
chama,planeta,2.0
cheiro,figura,2.0
do,sanduíche,12.0
fundo,limpeza,4.0
do,eva,2.0
gosta,os,12.0
brasileiro,luta,4.0
bebe,coisa,2.0
de,reclama,8.0
frango,último,2.0
teve,uma,6.0
of,país,2.0
presidente,qual,14.0
passar,rio,2.0
amiga,das,2.0
da,vida,16.0
biscoito,paciente,2.0
celular,de,10.0
com,michel,2.0
cinema,qual,18.0
dum,num,4.0
chocolate,preferido,2.0
biscoito,gosta,4.0
páscoa,seu,2.0
está,livro,4.0
maior,mundo,6.0
dois,veterinário,4.0
mortal,seu,4.0
carne,mais,8.0
de,guerra,6.0
filme,os,12.0
em,meu,6.0
leva,se,2.0
bebe,que,20.0
caixa,uma,6.0
lá,pontos,4.0
muitos,pontapés,4.0
cai,cão,4.0
cabeleireiro,sempre,2.0
casar,qual,4.0
duas,tamanho,4.0
aluno,filme,2.0
faustão,gosta,4.0
animais,leite,2.0
de,problema,6.0
da,lado,2.0
apresentador,em,4.0
apresentador,vive,10.0
depende,luta,2.0
era,quis,2.0
dinheiro,tem,6.0
padre,sapato,4.0
espera,ninguém,4.0
dos,sertaneja,6.0
manicure,pouco,2.0
jorge,vi,4.0
brasileiro,heróis,4.0
ninguém,viu,4.0
banco,só,2.0
marca,melhor,4.0
aluno,pessoa,2.0
pessoas,quatro,2.0
preto,santa,2.0
algumas,caras,4.0
instrumento,para,4.0
terra,último,4.0
estava,saiu,4.0
filha,que,2.0
devia,meu,2.0
cavalo,ficar,2.0
comunista,virou,4.0
microorganismo,trás,4.0
santos,toda,4.0
parte,te,4.0
do,pena,2.0
embora,martelo,2.0
comer,tesão,4.0
cheia,da,6.0
gente,profissão,2.0
bateu,porque,8.0
músicas,que,12.0
casa,vê,2.0
alho,cantor,4.0
boi,se,6.0
ao,um,30.0
gosto,por,2.0
pô,verdura,4.0
bem,hospital,2.0
quando,zero,2.0
amigos,foi,2.0
casa,muitos,4.0
fez,vezes,2.0
elefante,que,6.0
de,perfume,2.0
morte,os,2.0
como,cães,4.0
até,tanto,2.0
animal,beatles,2.0
minnie,tirar,2.0
bebês,campeão,4.0
força,se,2.0
tartaruga,um,4.0
música,os,12.0
de,internet,4.0
disse,of,2.0
animais,do,8.0
esposa,se,6.0
por,vira,4.0
foram,mas,4.0
impossível,lá,2.0
fred,teria,2.0
artista,mais,4.0
qual,seriado,10.0
entre,uma,32.0
jornalista,nem,4.0
homem,pedra,4.0
maior,obras,4.0
cães,gatos,4.0
princesa,tirar,4.0
in,um,4.0
comer,ele,6.0
cai,qual,10.0
estava,virase,12.0
dias,que,10.0
homem,no,18.0
ator,um,14.0
duas,triste,4.0
paulo,um,4.0
dos,música,8.0
cantor,no,20.0
lutador,uma,4.0
menina,outros,2.0
esporte,que,12.0
chegou,mil,4.0
depois,químico,4.0
comida,prato,4.0
diz,outro,6.0
boa,no,4.0
da,muito,16.0
se,seleção,2.0
perguntaram,vez,4.0
comprou,queria,2.0
ela,ganhou,4.0
que,sabão,10.0
durante,impossível,2.0
brasil,sambista,6.0
porque,tu,6.0
chocolate,qual,20.0
amor,vou,4.0
presidente,videogame,4.0
bala,de,2.0
estava,qual,8.0
bengala,diz,4.0
conta,do,16.0
no,uso,2.0
não,passar,6.0
cabelo,foi,2.0
na,ovo,4.0
que,zezé,6.0
as,tempo,6.0
comer,sei,4.0
dizer,luz,2.0
adão,do,2.0
caras,muito,4.0
cinema,wars,4.0
sabe,tinder,4.0
língua,mundo,2.0
carros,que,6.0
ser,tenta,4.0
em,pedra,2.0
as,faz,12.0
como,de,90.0
meio,sozinho,4.0
família,hoje,4.0
em,empresa,6.0
marvel,que,12.0
dos,dálias,2.0
carreira,que,6.0
cebolinha,repente,4.0
dinossauro,que,8.0
cry,não,6.0
igreja,vai,4.0
em,no,32.0
cozinha,por,4.0
neymar,no,2.0
mais,qual,554.0
personagem,sítio,2.0
crescer,gente,4.0
com,era,10.0
dois,gatos,4.0
período,porque,2.0
pessoas,porque,24.0
como,si,2.0
feito,no,4.0
galera,sabor,4.0
gonçalves,matar,4.0
mais,mirim,6.0
anda,se,6.0
dentista,no,10.0
as,homens,4.0
ele,social,4.0
avião,de,10.0
pedro,se,2.0
samba,zeca,2.0
cão,missa,4.0
famoso,funkeiro,4.0
olho,um,2.0
artista,marcelo,2.0
apresentadora,ex,4.0
logo,saiu,2.0
iogurte,mata,2.0
rico,ser,4.0
compra,nunca,4.0
carnaval,dá,4.0
mickey,quando,10.0
pedreiros,santo,4.0
por,quê,14.0
devia,no,4.0
de,entra,8.0
da,procura,8.0
disse,fogo,2.0
dos,foi,12.0
ovo,vão,2.0
filho,pai,12.0
quando,vilão,2.0
ficou,jogou,4.0
para,porque,82.0
de,doença,8.0
ela,era,14.0
pessoas,uso,4.0
boneco,em,4.0
cheia,namorada,4.0
alexandre,vai,2.0
contrário,ele,2.0
dificuldade,dormir,2.0
do,sobre,12.0
ou,tu,4.0
padaria,quando,2.0
de,ventura,4.0
da,pelos,4.0
ela,quando,28.0
que,vacas,8.0
ninguém,se,8.0
ao,dias,4.0
acontece,morre,8.0
bom,trabalho,4.0
partes,que,4.0
fazer,martelo,2.0
com,faz,14.0
depois,feliz,4.0
por,órgão,4.0
apresentador,ir,4.0
do,pessoas,16.0
mais,quais,8.0
portas,que,10.0
se,seus,8.0
dias,fulano,4.0
ben,gosta,2.0
arroz,que,16.0
dupla,sandy,2.0
bala,doce,4.0
esta,fazendo,2.0
pôr,vai,8.0
em,ferramenta,4.0
carro,jogadores,2.0
brincar,na,4.0
ali,estava,4.0
fábio,rede,2.0
biscoito,preferido,4.0
programa,vivia,4.0
ainda,novo,2.0
páscoa,vão,4.0
encontrar,órgão,2.0
duas,dum,2.0
espirra,um,4.0
de,questão,14.0
dinheiro,mulher,4.0
disse,que,156.0
três,um,4.0
difícil,piadas,2.0
branco,tem,2.0
de,popular,2.0
ia,num,2.0
quando,sapato,12.0
com,viviam,2.0
porque,posto,2.0
cantor,está,12.0
eu,só,12.0
disse,me,8.0
gordo,pop,4.0
parede,técnico,2.0
casa,crianças,2.0
oriente,social,4.0
chama,os,6.0
com,homens,4.0
mandou,nome,4.0
ao,galinha,2.0
porque,trabalho,20.0
fofoca,mais,2.0
existe,sobremesa,2.0
no,trabalho,4.0
em,ti,2.0
políticos,são,2.0
da,via,2.0
do,vê,4.0
mesmo,qual,18.0
do,kung,4.0
logo,qual,2.0
china,por,4.0
cima,marca,2.0
ação,marcelo,2.0
na,perna,2.0
como,mcdonalds,4.0
um,ônibus,6.0
dia,temos,4.0
do,muitos,2.0
os,sabão,4.0
aceita,qualquer,6.0
fez,problemas,2.0
fez,militar,4.0
hoje,mulheres,4.0
dois,pontos,8.0
pouco,se,4.0
bengala,pára,4.0
merda,que,8.0
isso,material,6.0
assim,loiras,2.0
batman,como,6.0
apresentadora,do,10.0
aspirador,quando,10.0
evitar,pedro,4.0
eva,novela,4.0
jogar,porque,4.0
da,família,8.0
por,sucesso,2.0
ali,menino,2.0
um,usam,2.0
céu,ele,2.0
automóvel,mais,6.0
disse,eu,6.0
do,wars,10.0
martelo,no,2.0
em,está,18.0
comida,paciente,4.0
aquático,que,6.0
mulher,só,10.0
carne,na,4.0
ter,trabalhadores,2.0
elas,seus,4.0
disse,velho,6.0
careca,depois,4.0
frango,usava,2.0
disse,pediram,4.0
agora,sapo,2.0
deus,que,10.0
de,depois,72.0
ajuda,pão,4.0
em,grupo,6.0
deitou,qual,8.0
qual,senha,4.0
paulo,pra,2.0
grupo,que,22.0
espaço,pro,2.0
chamava,por,2.0
aqui,salvador,2.0
altas,meu,2.0
princesa,qual,6.0
nervoso,que,6.0
cabeça,um,6.0
as,temos,4.0
leite,porque,2.0
cada,sucesso,2.0
anos,relacionamento,4.0
ficou,intestino,2.0
como,sai,2.0
cebolinha,tem,4.0
mercado,que,4.0
passado,pra,4.0
dor,pé,4.0
parar,que,2.0
fizeram,porque,4.0
apareceu,mas,4.0
antes,qual,6.0
consegue,porque,4.0
destino,qual,2.0
eles,vez,2.0
mais,sorriso,2.0
coisas,que,6.0
fazer,pássaro,4.0
brasil,pelos,6.0
parece,via,4.0
duas,frente,2.0
meu,outro,6.0
massa,qual,4.0
jackson,um,4.0
devia,homem,4.0
cima,para,6.0
letra,uma,4.0
gol,vale,6.0
caetano,em,4.0
números,uma,4.0
estavam,que,12.0
fosse,que,8.0
era,os,12.0
ciclista,namorada,2.0
luz,os,4.0
castro,youtuber,2.0
compra,um,2.0
da,não,34.0
atriz,brasileiro,4.0
no,num,4.0
irmão,pro,16.0
de,usava,8.0
